Case_ID,Player_ID,Activity,Timestamp,Category,Question_Value,Answer_Given,Result,Score_After_Play
f2621c29-0034-4897-9ec8-13dbbf2a94b0,SYSTEM,LOAD_QUESTIONS,2025-11-07T18:50:36.7134476-04:00,,,sample_game_CSV.csv,OK,0
f2621c29-0034-4897-9ec8-13dbbf2a94b0,P1,PLAYER_JOIN,2025-11-07T18:50:47.6968275-04:00,,,Nie-l,OK,0
f2621c29-0034-4897-9ec8-13dbbf2a94b0,P2,PLAYER_JOIN,2025-11-07T18:50:51.7291293-04:00,,,Kayla,OK,0
f2621c29-0034-4897-9ec8-13dbbf2a94b0,P3,PLAYER_JOIN,2025-11-07T18:50:55.1568871-04:00,,,Tyler,OK,0
f2621c29-0034-4897-9ec8-13dbbf2a94b0,P4,PLAYER_JOIN,2025-11-07T18:50:57.9104905-04:00,,,God,OK,0
f2621c29-0034-4897-9ec8-13dbbf2a94b0,P1,ANSWER,2025-11-07T18:51:50.8984695-04:00,Variables & Data Types,500,%,WRONG,-500
f2621c29-0034-4897-9ec8-13dbbf2a94b0,P2,ANSWER,2025-11-07T18:52:46.0616441-04:00,File Handling,200,q,WRONG,-200
f2621c29-0034-4897-9ec8-13dbbf2a94b0,SYSTEM,END_GAME,2025-11-07T18:52:53.5416741-04:00,,,,OK,-700
